Survived,Passenger Class,Name,Gender,Sibling Spouse,Parent Children,Ticket,Fare,Cabin,Birthday
0,3,"Zimmerman, Mr. Leo",male,0,0,315082,$7.875,,1883-07-10
0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,1,1,347080,$14.4,,1884-12-11
0,3,"Rosblom, Mr. Viktor Richard",male,1,1,370129,$20.2125,,1894-05-15
0,3,"Wiseman, Mr. Phillippe",male,0,0,A/4. 34244,$7.25,,
1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,1,0,2003,$26.0,,1884-07-18
1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,0,0,250655,$26.0,,1893-12-08
1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,0,0,SOTON/O.Q. 392078,$8.05,E10,1880-12-27
1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,0,0,110564,$26.55,C52,1884-11-01
1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,1,0,376564,$16.1,,
1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,1,0,SC/AH 3085,$26.0,,1870-11-22
0,3,"Kallio, Mr. Nikolai Erland",male,0,0,STON/O 2. 3101274,$7.125,,1895-06-22
0,1,"Silvey, Mr. William Baird",male,1,0,13507,$55.9,E44,1862-09-26
1,1,"Carter, Miss. Lucile Polk",female,1,2,113760,$120.0,B96 B98,1899-01-22
0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,2,2,W./C. 6608,$34.375,,1891-06-12
1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,2,3,29106,$18.75,,1888-07-29
0,1,"Fortune, Mr. Mark",male,1,4,19950,$263.0,C23 C25 C27,1848-12-22
0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,0,0,C.A. 18723,$10.5,,1881-06-08
1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,1,1,F.C.C. 13529,$26.25,,1868-01-24
0,3,"Hampe, Mr. Leon",male,0,0,345769,$9.5,,1892-08-24
0,3,"Petterson, Mr. Johan Emil",male,1,0,347076,$7.775,,1887-10-07
1,2,"Reynaldo, Ms. Encarnacion",female,0,0,230434,$13.0,,1885-01-09
1,3,"Johannesen-Bratthammer, Mr. Bernt",male,0,0,65306,$8.1125,,
1,1,"Dodge, Master. Washington",male,0,2,33638,$81.8583,A34,1908-09-05
1,2,"Mellinger, Miss. Madeleine Violet",female,0,1,250644,$19.5,,1900-04-13
1,1,"Seward, Mr. Frederic Kimber",male,0,0,113794,$26.55,,1879-03-05
1,1,"Peuchen, Major. Arthur Godfrey",male,0,0,113786,$30.5,C104,1861-03-30
0,2,"West, Mr. Edwy Arthur",male,1,2,C.A. 34651,$27.75,,1876-05-10
0,3,"Hagland, Mr. Ingvald Olai Olsen",male,1,0,65303,$19.9667,,
0,3,"Peduzzi, Mr. Joseph",male,0,0,A/5 2817,$8.05,,
0,1,"Millet, Mr. Francis Davis",male,0,0,13509,$26.55,E38,1847-07-25
1,1,"Kenyon, Mrs. Frederick R (Marion)",female,1,0,17464,$51.8625,D21,
1,2,"Toomey, Miss. Ellen",female,0,0,F.C.C. 13531,$10.5,,1862-07-10
1,1,"Anderson, Mr. Harry",male,0,0,19952,$26.55,E12,1864-09-26
0,3,"Morley, Mr. William",male,0,0,364506,$8.05,,1878-07-26
0,1,"Gee, Mr. Arthur H",male,0,0,111320,$38.5,E63,1865-09-20
0,2,"Milling, Mr. Jacob Christian",male,0,0,234360,$13.0,,1865-02-27
0,3,"Maisner, Mr. Simon",male,0,0,A/S 2816,$8.05,,
0,3,"Goncalves, Mr. Manuel Estanslas",male,0,0,SOTON/O.Q. 3101306,$7.05,,1874-10-27
0,2,"Campbell, Mr. William",male,0,0,239853,$0.0,,
0,1,"Smart, Mr. John Montgomery",male,0,0,113792,$26.55,,1856-06-24
0,3,"Keefe, Mr. Arthur",male,0,0,323592,$7.25,,
0,3,"Cacic, Mr. Luka",male,0,0,315089,$8.6625,,1874-05-28
1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,1,2,C.A. 34651,$27.75,,1879-11-21
0,3,"Strandberg, Miss. Ida Sofia",female,0,0,7553,$9.8375,,1890-07-07
0,1,"Clifford, Mr. George Quincy",male,0,0,110465,$52.0,A14,
0,2,"Renouf, Mr. Peter Henry",male,1,0,31027,$21.0,,1878-09-29
0,3,"Braund, Mr. Lewis Richard",male,1,0,3460,$7.0458,,1884-01-10
0,3,"Karlsson, Mr. Nils August",male,0,0,350060,$7.5208,,1890-07-04
1,3,"Hirvonen, Miss. Hildur E",female,0,1,3101298,$12.2875,,1910-08-25
0,3,"Goodwin, Master. Harold Victor",male,5,2,CA 2144,$46.9,,1903-07-08
0,2,"Frost, Mr. Anthony Wood ""Archie""",male,0,0,239854,$0.0,,
0,3,"Rouse, Mr. Richard Henry",male,0,0,A/5 3594,$8.05,,1862-09-23
1,3,"Turkula, Mrs. (Hedwig)",female,0,0,4134,$9.5875,,1850-03-23
0,3,"Lefebre, Miss. Jeannie",female,3,1,4133,$25.4667,,
1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,1,0,19943,$90.0,C93,1877-12-04
0,3,"Somerton, Mr. Francis William",male,0,0,A.5. 18509,$8.05,,1882-05-20
1,3,"Coutts, Master. Eden Leslie ""Neville""",male,1,1,C.A. 37671,$15.9,,1903-11-26
0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,1,0,65304,$19.9667,,
0,3,"Windelov, Mr. Einar",male,0,0,SOTON/OQ 3101317,$7.25,,1891-06-17
0,1,"Molson, Mr. Harry Markland",male,0,0,113787,$30.5,C30,1858-01-29
0,3,"Stanley, Mr. Edward Roland",male,0,0,A/4 45380,$8.05,,1891-12-21
0,3,"Shellard, Mr. Frederick William",male,0,0,C.A. 6212,$15.1,,
0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,1,2,113781,$151.55,C22 C26,1887-07-22
0,3,"Svensson, Mr. Olof",male,0,0,350035,$7.7958,,1888-05-21
0,3,"Calic, Mr. Petar",male,0,0,315086,$8.6625,,1896-02-18
0,3,"Laitinen, Miss. Kristina Sofia",female,0,0,4135,$9.5875,,1875-05-07
1,1,"Maioni, Miss. Roberta",female,0,0,110152,$86.5,B79,1896-07-07
1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,0,2,26360,$26.0,,1879-12-09
1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,0,0,111427,$26.55,,
0,3,"Olsen, Mr. Henry Margido",male,0,0,C 4001,$22.525,,1885-01-08
1,3,"Lang, Mr. Fang",male,0,0,1601,$56.4958,,1887-04-11
0,3,"Webber, Mr. James",male,0,0,SOTON/OQ 3101316,$8.05,,
1,1,"McGough, Mr. James Robert",male,0,0,PC 17473,$26.2875,E25,1876-12-03
0,3,"Coleff, Mr. Satio",male,0,0,349209,$7.4958,,1888-06-06
0,1,"Walker, Mr. William Anderson",male,0,0,36967,$34.0208,D46,1866-01-02
1,2,"Lemore, Mrs. (Amelia Milley)",female,0,0,C.A. 34260,$10.5,F33,1878-05-03
1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,1,0,226875,$26.0,,1876-08-25
0,3,"Pavlovic, Mr. Stefo",male,0,0,349242,$7.8958,,1880-10-24
1,1,"Perreault, Miss. Anne",female,0,0,12749,$93.5,B73,1882-08-01
0,3,"Vovk, Mr. Janko",male,0,0,349252,$7.8958,,1890-06-24
1,2,"Ridsdale, Miss. Lucy",female,0,0,W./C. 14258,$10.5,,1862-08-31
0,1,"Farthing, Mr. John",male,0,0,PC 17483,$221.7792,C95,
0,3,"Salonen, Mr. Johan Werner",male,0,0,3101296,$7.925,,1874-02-05
0,2,"Hocking, Mr. Richard George",male,2,1,29104,$11.5,,1889-07-22
1,2,"Quick, Miss. Phyllis May",female,1,1,26360,$26.0,,1910-10-13
0,3,"Cacic, Miss. Marija",female,0,0,315084,$8.6625,,1882-06-19
1,2,"Hart, Miss. Eva Miriam",female,0,2,F.C.C. 13529,$26.25,,1906-01-05
0,1,"Butt, Major. Archibald Willingham",male,0,0,113050,$26.55,B38,1867-10-23
0,3,"Risien, Mr. Samuel Beard",male,0,0,364498,$14.5,,
1,1,"Crosby, Miss. Harriet R",female,0,2,WE/P 5735,$71.0,B22,1876-09-07
0,3,"Andersson, Miss. Ingeborg Constanzia",female,4,2,347082,$31.275,,1903-11-11
0,3,"Andersson, Miss. Sigrid Elisabeth",female,4,2,347082,$31.275,,1901-11-07
1,2,"Beane, Mr. Edward",male,1,0,2908,$26.0,,1880-11-02
0,1,"Nicholson, Mr. Arthur Ernest",male,0,0,693,$26.0,,1848-05-18
1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,1,0,2908,$26.0,,1893-05-02
0,3,"Goldsmith, Mr. Frank John",male,1,1,363291,$20.525,,1879-06-16
1,2,"Davies, Master. John Morgan Jr",male,1,1,C.A. 33112,$36.75,,1904-11-29
0,2,"Sharp, Mr. Percival James R",male,0,0,244358,$26.0,,1885-04-29
1,3,"Ohman, Miss. Velin",female,0,0,347085,$7.775,,1890-05-03
0,1,"Wright, Mr. George",male,0,0,113807,$26.55,,1850-07-27
1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,1,1,110413,$79.65,E67,1874-04-08
1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,1,0,345572,$17.4,,1876-05-10
0,3,"Sivic, Mr. Husein",male,0,0,349251,$7.8958,,1872-12-05
0,2,"Norman, Mr. Robert Douglas",male,0,0,218629,$13.5,,1885-01-12
0,3,"Simmons, Mr. John",male,0,0,SOTON/OQ 392082,$8.05,,
0,3,"Meanwell, Miss. (Marion Ogden)",female,0,0,SOTON/O.Q. 392087,$8.05,,
0,3,"Davies, Mr. Alfred J",male,2,0,A/4 48871,$24.15,,1889-02-18
0,3,"Stoytcheff, Mr. Ilia",male,0,0,349205,$7.8958,,1893-05-18
0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,0,4,349909,$21.075,,1883-12-28
1,3,"Jonsson, Mr. Carl",male,0,0,350417,$7.8542,,1880-09-02
1,2,"Harris, Mr. George",male,0,0,S.W./PP 752,$10.5,,1850-10-11
1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,2,0,11769,$51.4792,C101,1859-09-22
1,1,"Flynn, Mr. John Irwin (""Irving"")",male,0,0,PC 17474,$26.3875,E25,1876-10-01
0,3,"Rush, Mr. Alfred George John",male,0,0,A/4. 20589,$8.05,,1896-11-10
0,3,"Patchett, Mr. George",male,0,0,358585,$14.5,,1893-04-28
1,2,"Garside, Miss. Ethel",female,0,0,243880,$13.0,,1879-02-17
1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,1,0,13507,$55.9,E44,1874-04-10
1,3,"Jussila, Mr. Eiriik",male,0,0,STON/O 2. 3101286,$7.925,,1881-03-12
1,2,"Christy, Miss. Julie Rachel",female,1,1,237789,$30.0,,1888-03-08
0,2,"Downton, Mr. William James",male,0,0,28403,$26.0,,1859-02-24
1,1,"Taussig, Miss. Ruth",female,0,2,110413,$79.65,E68,1894-09-15
0,2,"Jarvis, Mr. John Denzil",male,0,0,237565,$15.0,,1866-04-08
0,3,"Gilinski, Mr. Eliezer",male,0,0,14973,$8.05,,1891-01-24
0,3,"Murdlin, Mr. Joseph",male,0,0,A./5. 3235,$8.05,,
0,3,"Rintamaki, Mr. Matti",male,0,0,STON/O 2. 3101273,$7.125,,1877-12-01
0,3,"Elsbury, Mr. William James",male,0,0,A/5 3902,$7.25,,1865-12-12
0,2,"Chapman, Mr. John Henry",male,1,0,SC/AH 29037,$26.0,,1875-07-02
0,3,"Van Impe, Mr. Jean Baptiste",male,1,1,345773,$24.15,,1876-10-26
1,2,"Leitch, Miss. Jessie Wills",female,0,0,248727,$33.0,,
0,3,"Johnson, Mr. Alfred",male,0,0,LINE,$0.0,,1863-11-02
1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,2,1,243847,$27.0,,1889-01-05
0,3,"Slabenoff, Mr. Petco",male,0,0,349214,$7.8958,,
0,1,"Harrington, Mr. Charles H",male,0,0,113796,$42.4,,
0,3,"Torber, Mr. Ernst William",male,0,0,364511,$8.05,,1868-05-04
0,3,"Lindell, Mr. Edvard Bengtsson",male,1,0,349910,$15.55,,1876-11-09
0,3,"Karaic, Mr. Milan",male,0,0,349246,$7.8958,,1882-06-02
1,1,"Daniel, Mr. Robert Williams",male,0,0,113804,$30.5,,1886-02-28
1,1,"Shutes, Miss. Elizabeth W",female,0,0,PC 17582,$153.4625,C125,1873-04-12
0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,1,5,347082,$31.275,,1873-12-08
0,3,"Jardin, Mr. Jose Neto",male,0,0,SOTON/O.Q. 3101305,$7.05,,
0,3,"Brocklebank, Mr. William Alfred",male,0,0,364512,$8.05,,1877-11-04
1,2,"Herman, Miss. Alice",female,1,2,220845,$65.0,,1888-08-06
0,3,"Danbom, Mr. Ernst Gilbert",male,1,1,347080,$14.4,,1879-01-28
0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,1,0,A/5. 3336,$16.1,,1887-01-10
1,2,"Becker, Miss. Marion Louise",female,2,1,230136,$39.0,F4,1908-07-24
0,2,"Gavey, Mr. Lawrence",male,0,0,31028,$10.5,,1886-09-21
1,1,"Kimball, Mr. Edwin Nelson Jr",male,1,0,11753,$52.5542,D19,1870-12-12
0,3,"Hansen, Mr. Henry Damsgaard",male,0,0,350029,$7.8542,,1891-07-09
0,3,"Bowen, Mr. David John ""Dai""",male,0,0,54636,$16.1,,1891-12-14
0,1,"Sutton, Mr. Frederick",male,0,0,36963,$32.3208,D50,1851-12-28
1,1,"Longley, Miss. Gretchen Fiske",female,0,0,13502,$77.9583,D9,1891-04-24
0,3,"Bostandyeff, Mr. Guentcho",male,0,0,349224,$7.8958,,1886-12-20
1,1,"Barkworth, Mr. Algernon Henry Wilson",male,0,0,27042,$30.0,A23,1832-09-03
0,3,"Lundahl, Mr. Johan Svensson",male,0,0,347743,$7.0542,,1861-06-28
0,1,"Parr, Mr. William Henry Marsh",male,0,0,112052,$0.0,,
0,3,"Skoog, Miss. Mabel",female,3,2,347088,$27.9,,1904-04-01
1,2,"Davis, Miss. Mary",female,0,0,237668,$13.0,,1885-02-01
0,3,"Leinonen, Mr. Antti Gustaf",male,0,0,STON/O 2. 3101292,$7.925,,1880-12-24
0,2,"Collyer, Mr. Harvey",male,1,1,C.A. 31921,$26.25,,1881-05-14
0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,0,5,3101295,$39.6875,,1871-12-16
0,3,"Thorneycroft, Mr. Percival",male,1,0,376564,$16.1,,
0,3,"Jensen, Mr. Hans Peder",male,0,0,350050,$7.8542,,1892-10-15
0,3,"Skoog, Miss. Margit Elizabeth",female,3,2,347088,$27.9,,1910-06-20
1,3,"Foo, Mr. Choong",male,0,0,1601,$56.4958,,
0,3,"Cor, Mr. Liudevit",male,0,0,349231,$7.8958,,1894-03-31
0,3,"Willey, Mr. Edward",male,0,0,S.O./P.P. 751,$7.55,,
1,3,"Stanley, Miss. Amy Zillah Elsie",female,0,0,CA. 2314,$7.55,,1889-09-05
0,3,"Mitkoff, Mr. Mito",male,0,0,349221,$7.8958,,
1,2,"Doling, Miss. Elsie",female,0,1,231919,$23.0,,1894-12-11
0,3,"Kalvik, Mr. Johannes Halvorsen",male,0,0,8475,$8.4333,,1891-05-15
0,2,"Hickman, Mr. Leonard Mark",male,2,0,S.O.C. 14879,$73.5,,1888-07-30
0,3,"Radeff, Mr. Alexander",male,0,0,349223,$7.8958,,
0,2,"Eitemiller, Mr. George Floyd",male,0,0,29751,$13.0,,1889-12-21
1,1,"Frauenthal, Dr. Henry William",male,2,0,PC 17611,$133.65,,1862-08-19
0,1,"Colley, Mr. Edward Pomeroy",male,0,0,5727,$25.5875,E58,1865-05-19
0,3,"Coleff, Mr. Peju",male,0,0,349210,$7.4958,,1876-07-11
1,3,"Lindqvist, Mr. Eino William",male,1,0,STON/O 2. 3101285,$7.925,,1892-05-18
0,2,"Hickman, Mr. Lewis",male,2,0,S.O.C. 14879,$73.5,,1880-11-01
0,2,"Butler, Mr. Reginald Fenton",male,0,0,234686,$13.0,,1887-05-23
0,3,"Rommetvedt, Mr. Knud Paust",male,0,0,312993,$7.775,,
0,3,"Cook, Mr. Jacob",male,0,0,A/5 3536,$8.05,,1870-04-19
1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,1,0,19996,$52.0,C126,
1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,1,1,29750,$39.0,,1873-03-21
0,1,"Davidson, Mr. Thornton",male,1,0,F.C. 12750,$52.0,B71,1882-04-07
0,2,"Mitchell, Mr. Henry Michael",male,0,0,C.A. 24580,$10.5,,1843-01-26
1,2,"Wilhelms, Mr. Charles",male,0,0,244270,$13.0,,1881-09-17
0,2,"Watson, Mr. Ennis Hastings",male,0,0,239856,$0.0,,
0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,0,0,349912,$7.775,,1894-04-26
0,3,"Sawyer, Mr. Frederick Charles",male,0,0,342826,$8.05,,1888-05-27
1,3,"Turja, Miss. Anna Sofia",female,0,0,4138,$9.8417,,1894-10-16
0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,1,6,CA 2144,$46.9,,1869-11-02
0,3,"Olsvigen, Mr. Thor Anderson",male,0,0,6563,$9.225,,1892-10-02
0,3,"Goodwin, Mr. Charles Edward",male,5,2,CA 2144,$46.9,,1898-09-10
0,2,"Brown, Mr. Thomas William Solomon",male,1,1,29750,$39.0,,1852-07-03
0,3,"Panula, Mr. Jaako Arnold",male,4,1,3101295,$39.6875,,1898-06-08
0,3,"Dakic, Mr. Branko",male,0,0,349228,$10.1708,,1893-12-18
0,3,"Fischer, Mr. Eberhard Thelander",male,0,0,350036,$7.7958,,1894-10-08
1,1,"Madill, Miss. Georgette Alexandra",female,0,1,24160,$211.3375,B5,1898-01-15
1,1,"Dick, Mr. Albert Adrian",male,1,0,17474,$57.0,B20,1881-04-25
1,3,"Lam, Mr. Ali",male,0,0,1601,$56.4958,,
0,1,"Weir, Col. John",male,0,0,113800,$26.55,,1852-05-12
0,2,"Chapman, Mr. Charles Henry",male,0,0,248731,$13.5,,1861-04-12
0,3,"Kelly, Mr. James",male,0,0,363592,$8.05,,1869-02-22
0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,0,0,348121,$7.65,F G63,1871-01-12
1,1,"Silverthorne, Mr. Spencer Victor",male,0,0,PC 17475,$26.2875,E24,1877-08-06
0,3,"Hansen, Mr. Henrik Juul",male,1,0,350025,$7.8542,,1887-02-07
0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,0,0,250655,$26.0,,1873-12-16
1,2,"Kelly, Mrs. Florence ""Fannie""",female,0,0,223596,$13.5,,1867-07-16
1,1,"Calderhead, Mr. Edward Pennington",male,0,0,PC 17476,$26.2875,E24,1871-03-09
1,1,"Cleaver, Miss. Alice",female,0,0,113781,$151.55,,1890-12-10
0,1,"Klaber, Mr. Herman",male,0,0,113028,$26.55,C124,
1,1,"Taylor, Mr. Elmer Zebley",male,1,0,19996,$52.0,C126,1865-03-30
0,3,"Larsson, Mr. August Viktor",male,0,0,7545,$9.4833,,1884-03-16
0,2,"Greenberg, Mr. Samuel",male,0,0,250647,$13.0,,1860-12-30
0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,0,0,348124,$7.65,F G73,1894-01-22
1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,0,0,34218,$10.5,E101,1885-09-12
0,3,"Johnson, Mr. Malkolm Joackim",male,0,0,347062,$7.775,,1879-07-12
1,2,"Harper, Miss. Annie Jessie ""Nina""",female,0,1,248727,$33.0,,1906-12-20
0,3,"Jensen, Mr. Svend Lauritz",male,1,0,350048,$7.0542,,1895-08-27
0,2,"Gillespie, Mr. William Henry",male,0,0,12233,$13.0,,1878-06-12
0,2,"Hodges, Mr. Henry Price",male,0,0,250643,$13.0,,1862-08-25
1,1,"Chambers, Mr. Norman Campbell",male,1,0,113806,$53.1,E8,1885-11-25
0,3,"Oreskovic, Mr. Luka",male,0,0,315094,$8.6625,,1892-07-01
1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,3,0,31027,$21.0,,1882-06-16
0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,1,0,236853,$26.0,,1887-11-11
0,3,"Ilmakangas, Miss. Pieta Sofia",female,1,0,STON/O2. 3101271,$7.925,,1888-04-09
1,1,"Allen, Miss. Elisabeth Walton",female,0,0,24160,$211.3375,B5,1883-11-01
0,2,"Knight, Mr. Robert J",male,0,0,239855,$0.0,,
0,2,"Berriman, Mr. William John",male,0,0,28425,$13.0,,1889-07-26
0,2,"Troupiansky, Mr. Moses Aaron",male,0,0,233639,$13.0,,1889-06-28
0,3,"Williams, Mr. Leslie",male,0,0,54636,$16.1,,1883-10-31
0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,1,3,W./C. 6608,$34.375,,1864-06-30
0,3,"Ivanoff, Mr. Kanio",male,0,0,349201,$7.8958,,
0,3,"Nankoff, Mr. Minko",male,0,0,349218,$7.8958,,
1,1,"Hawksford, Mr. Walter James",male,0,0,16988,$30.0,D45,
0,1,"Cavendish, Mr. Tyrell William",male,1,0,19877,$78.85,C46,1876-11-09
0,3,"McNamee, Mr. Neal",male,1,0,376566,$16.1,,1888-12-02
1,3,"Stranden, Mr. Juho",male,0,0,STON/O 2. 3101288,$7.925,,1881-06-24
0,1,"Crosby, Capt. Edward Gifford",male,1,1,WE/P 5735,$71.0,B22,1842-11-01
0,3,"Abbott, Mr. Rossmore Edward",male,1,1,C.A. 2673,$20.25,,1897-02-20
1,2,"Sinkkonen, Miss. Anna",female,0,0,250648,$13.0,,1882-06-22
0,1,"Marvin, Mr. Daniel Warner",male,1,0,113773,$53.1,D30,1893-05-01
1,2,"Wells, Miss. Joan",female,1,1,29103,$23.0,,1909-04-02
1,3,"Moor, Master. Meier",male,0,1,392096,$12.475,E121,1907-04-01
0,3,"Vande Velde, Mr. Johannes Joseph",male,0,0,345780,$9.5,,1879-10-20
0,3,"Jonkoff, Mr. Lalio",male,0,0,349204,$7.8958,,1890-02-14
1,2,"Herman, Mrs. Samuel (Jane Laver)",female,1,2,220845,$65.0,,1864-07-30
1,2,"Hamalainen, Master. Viljo",male,1,1,250649,$14.5,,1911-08-15
0,3,"Carlsson, Mr. August Sigfrid",male,0,0,350042,$7.7958,,1884-05-28
0,2,"Bailey, Mr. Percy Andrew",male,0,0,29108,$11.5,,1894-04-21
0,3,"Theobald, Mr. Thomas Leonard",male,0,0,363294,$8.05,,1878-05-04
1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,0,0,110152,$86.5,B77,1879-10-14
0,3,"Garfirth, Mr. John",male,0,0,358585,$14.5,,
0,3,"Nirva, Mr. Iisakki Antino Aijo",male,0,0,SOTON/O2 3101272,$7.125,,1871-12-08
1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,1,2,113760,$120.0,B96 B98,1876-08-05
0,3,"Eklund, Mr. Hans Linus",male,0,0,347074,$7.775,,1896-05-24
1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,1,0,13502,$77.9583,D11,1862-03-13
0,3,"Gronnestad, Mr. Daniel Danielsen",male,0,0,8471,$8.3625,,1880-11-22
0,3,"Lievens, Mr. Rene Aime",male,0,0,345781,$9.5,,1888-06-29
0,3,"Jensen, Mr. Niels Peder",male,0,0,350047,$7.8542,,1864-07-06
0,2,"Mack, Mrs. (Mary)",female,0,0,S.O./P.P. 3,$10.5,E77,1856-02-13
1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,1,3,29105,$23.0,,1858-11-01
0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,0,0,347078,$7.75,,1894-09-22
1,3,"Emanuel, Miss. Virginia Ethel",female,0,0,364516,$12.475,,1907-07-03
1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,0,1,24160,$211.3375,B3,1870-01-19
1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,1,0,17474,$57.0,B20,1895-04-26
0,1,"Long, Mr. Milton Clyde",male,0,0,113501,$30.0,D6,1883-09-10
0,3,"Johnston, Mr. Andrew G",male,1,2,W./C. 6607,$23.45,,
0,3,"Ali, Mr. William",male,0,0,SOTON/O.Q. 3101312,$7.05,,1887-11-27
0,3,"Harmer, Mr. Abraham (David Lishin)",male,0,0,374887,$7.25,,1887-06-22
1,3,"Sjoblom, Miss. Anna Sofia",female,0,0,3101265,$7.4958,,1894-12-14
1,3,"Dean, Master. Bertram Vere",male,1,2,C.A. 2315,$20.575,,1911-12-31
0,2,"Gaskell, Mr. Alfred",male,0,0,239865,$26.0,,1897-02-12
0,3,"Sage, Miss. Stella Anna",female,8,2,CA. 2343,$69.55,,
0,3,"Dantcheff, Mr. Ristiu",male,0,0,349203,$7.8958,,1887-12-24
0,2,"Otter, Mr. Richard",male,0,0,28213,$13.0,,1873-06-16
1,1,"Leader, Dr. Alice (Farnham)",female,0,0,17465,$25.9292,D17,1863-04-29
1,3,"Osman, Mrs. Mara",female,0,0,349244,$8.6833,,1882-01-10
0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,1,1,345773,$24.15,,1883-01-12
0,2,"Ponesell, Mr. Martin",male,0,0,250647,$13.0,,1878-09-25
1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,1,1,C.A. 31921,$26.25,,1881-09-17
1,1,"Carter, Master. William Thornton II",male,1,2,113760,$120.0,B96 B98,1901-04-22
1,3,"Hedman, Mr. Oskar Arvid",male,0,0,347089,$6.975,,1885-04-25
0,3,"Johansson, Mr. Karl Johan",male,0,0,347063,$7.775,,1882-03-04
0,1,"Andrews, Mr. Thomas Jr",male,0,0,112050,$0.0,A36,1873-09-06
0,3,"Pettersson, Miss. Ellen Natalia",female,0,0,347087,$7.775,,1894-10-11
0,2,"Meyer, Mr. August",male,0,0,248723,$13.0,,1873-04-26
1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,1,0,113806,$53.1,E8,1879-07-17
0,3,"Alexander, Mr. William",male,0,0,3474,$7.8875,,1886-07-14
0,3,"Lester, Mr. James",male,0,0,A/4 48871,$24.15,,1874-03-06
0,2,"Slemen, Mr. Richard James",male,0,0,28206,$10.5,,1877-09-21
0,3,"Andersson, Miss. Ebba Iris Alfrida",female,4,2,347082,$31.275,,1907-01-28
0,3,"Tomlin, Mr. Ernest Portage",male,0,0,364499,$8.05,,1882-10-11
0,1,"Fry, Mr. Richard",male,0,0,112058,$0.0,B102,
0,3,"Heininen, Miss. Wendla Maria",female,0,0,STON/O2. 3101290,$7.925,,1889-07-08
0,3,"Holm, Mr. John Fredrik Alexander",male,0,0,C 7075,$6.45,,1869-05-03
0,3,"Skoog, Master. Karl Thorsten",male,3,2,347088,$27.9,,1902-12-22
1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,1,1,12749,$93.5,B69,1860-06-22
1,3,"Lulic, Mr. Nikola",male,0,0,315098,$8.6625,,1885-09-22
0,1,"Reuchlin, Jonkheer. John George",male,0,0,19972,$0.0,,1875-03-08
1,3,"Moor, Mrs. (Beila)",female,0,1,392096,$12.475,E121,1885-12-22
0,3,"Panula, Master. Urho Abraham",male,4,1,3101295,$39.6875,,1910-11-05
